"No.","Time","Source","Destination","Protocol","Length","Channel frequency","Data rate (Mb/s)","Channel","Channel","Transmitter address","Destination address","Type/Subtype","Info"
"131674","164.833021","Apple_0f:70:de","6c:3f:23:e3:70:30","802.11","83","2412","1","1","1","6c:ab:31:0f:70:de","6c:3f:23:e3:70:30","Authentication","Authentication, SN=3724, FN=0, Flags=....R...C"
"131705","164.867816","Apple_0f:70:de","6c:3f:23:e3:70:30","802.11","83","2412","1","1","1","6c:ab:31:0f:70:de","6c:3f:23:e3:70:30","Authentication","Authentication, SN=3724, FN=0, Flags=....R...C"
"131723","164.886221","Apple_0f:70:de","6c:3f:23:e3:70:30","802.11","83","2412","1","1","1","6c:ab:31:0f:70:de","6c:3f:23:e3:70:30","Authentication","Authentication, SN=3724, FN=0, Flags=....R...C"
"131995","165.172107","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","117","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Probe Request","Probe Request, SN=2905, FN=0, Flags=........C, SSID=Google Starbucks"
"131996","165.173918","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","117","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Probe Request","Probe Request, SN=2905, FN=0, Flags=....R...C, SSID=Google Starbucks"
"131997","165.175056","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","117","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Probe Request","Probe Request, SN=2905, FN=0, Flags=....R...C, SSID=Google Starbucks"
"131998","165.176884","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","117","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Probe Request","Probe Request, SN=2905, FN=0, Flags=....R...C, SSID=Google Starbucks"
"131999","165.177954","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","117","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Probe Request","Probe Request, SN=2905, FN=0, Flags=....R...C, SSID=Google Starbucks"
"132000","165.178810","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","117","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Probe Request","Probe Request, SN=2905, FN=0, Flags=....R...C, SSID=Google Starbucks"
"132001","165.179824","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","117","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Probe Request","Probe Request, SN=2905, FN=0, Flags=....R...C, SSID=Google Starbucks"
"132002","165.180920","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","117","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Probe Request","Probe Request, SN=2905, FN=0, Flags=....R...C, SSID=Google Starbucks"
"132003","165.181928","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","117","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Probe Request","Probe Request, SN=2905, FN=0, Flags=....R...C, SSID=Google Starbucks"
"132004","165.182970","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","117","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Probe Request","Probe Request, SN=2905, FN=0, Flags=....R...C, SSID=Google Starbucks"
"132005","165.184089","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","117","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Probe Request","Probe Request, SN=2905, FN=0, Flags=....R...C, SSID=Google Starbucks"
"132006","165.185105","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","117","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Probe Request","Probe Request, SN=2905, FN=0, Flags=....R...C, SSID=Google Starbucks"
"132007","165.186122","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","117","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Probe Request","Probe Request, SN=2905, FN=0, Flags=....R...C, SSID=Google Starbucks"
"132008","165.187034","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","117","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Probe Request","Probe Request, SN=2905, FN=0, Flags=....R...C, SSID=Google Starbucks"
"132009","165.188018","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","117","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Probe Request","Probe Request, SN=2905, FN=0, Flags=....R...C, SSID=Google Starbucks"
"132010","165.188993","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","117","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Probe Request","Probe Request, SN=2905, FN=0, Flags=....R...C, SSID=Google Starbucks"
"132213","165.412005","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=2906, FN=0, Flags=........C"
"132215","165.413813","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=2906, FN=0, Flags=....R...C"
"132216","165.414507","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=2906, FN=0, Flags=....R...C"
"132217","165.415180","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=2906, FN=0, Flags=....R...C"
"132218","165.415876","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=2906, FN=0, Flags=....R...C"
"132219","165.416529","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=2906, FN=0, Flags=....R...C"
"132220","165.417116","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=2906, FN=0, Flags=....R...C"
"132221","165.417644","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=2906, FN=0, Flags=....R...C"
"132222","165.418154","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=2906, FN=0, Flags=....R...C"
"132223","165.418744","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=2906, FN=0, Flags=....R...C"
"132224","165.419298","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=2906, FN=0, Flags=....R...C"
"132225","165.419831","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=2906, FN=0, Flags=....R...C"
"132226","165.420425","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=2906, FN=0, Flags=....R...C"
"132227","165.420977","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=2906, FN=0, Flags=....R...C"
"132228","165.421572","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=2906, FN=0, Flags=....R...C"
"132763","166.004635","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=2907, FN=0, Flags=........C"
"132764","166.005269","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=2907, FN=0, Flags=....R...C"
"132765","166.005902","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=2907, FN=0, Flags=....R...C"
"132766","166.006474","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=2907, FN=0, Flags=....R...C"
"132767","166.007069","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=2907, FN=0, Flags=....R...C"
"132768","166.007722","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=2907, FN=0, Flags=....R...C"
"132769","166.008354","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=2907, FN=0, Flags=....R...C"
"132770","166.008967","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=2907, FN=0, Flags=....R...C"
"132771","166.009521","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=2907, FN=0, Flags=....R...C"
"132772","166.010053","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=2907, FN=0, Flags=....R...C"
"132773","166.010646","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=2907, FN=0, Flags=....R...C"
"132774","166.011279","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=2907, FN=0, Flags=....R...C"
"132775","166.011813","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=2907, FN=0, Flags=....R...C"
"132776","166.012366","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=2907, FN=0, Flags=....R...C"
"132777","166.012890","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=2907, FN=0, Flags=....R...C"
"132778","166.013478","YulongCo_ff:b8:79","6c:3f:23:e3:70:2e","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=2907, FN=0, Flags=....R...C"
"133606","166.935315","SamsungE_ec:36:c7","6c:3f:23:e3:70:20","802.11","70","2412","1","1","1","04:d6:aa:ec:36:c7","6c:3f:23:e3:70:20","Authentication","Authentication, SN=3601, FN=0, Flags=........C"
"133607","166.936211","SamsungE_ec:36:c7","6c:3f:23:e3:70:20","802.11","70","2412","1","1","1","04:d6:aa:ec:36:c7","6c:3f:23:e3:70:20","Authentication","Authentication, SN=3601, FN=0, Flags=....R...C"
"133612","166.941102","SamsungE_ec:36:c7","6c:3f:23:e3:70:20","802.11","70","2412","1","1","1","04:d6:aa:ec:36:c7","6c:3f:23:e3:70:20","Authentication","Authentication, SN=3601, FN=0, Flags=....R...C"
"133615","166.943911","SamsungE_ec:36:c7","6c:3f:23:e3:70:20","802.11","70","2412","1","1","1","04:d6:aa:ec:36:c7","6c:3f:23:e3:70:20","Authentication","Authentication, SN=3601, FN=0, Flags=....R...C"
"133636","166.965943","SamsungE_ec:36:c7","6c:3f:23:e3:70:20","802.11","70","2412","1","1","1","04:d6:aa:ec:36:c7","6c:3f:23:e3:70:20","Authentication","Authentication, SN=3601, FN=0, Flags=....R...C"
"133657","166.987984","SamsungE_ec:36:c7","6c:3f:23:e3:70:20","802.11","70","2412","1","1","1","04:d6:aa:ec:36:c7","6c:3f:23:e3:70:20","Authentication","Authentication, SN=3601, FN=0, Flags=....R...C"
"133667","166.998265","SamsungE_ec:36:c7","6c:3f:23:e3:70:20","802.11","70","2412","1","1","1","04:d6:aa:ec:36:c7","6c:3f:23:e3:70:20","Authentication","Authentication, SN=3601, FN=0, Flags=....R...C"
"133702","167.046323","SamsungE_ec:36:c7","6c:3f:23:e3:70:20","802.11","70","2412","1","1","1","04:d6:aa:ec:36:c7","6c:3f:23:e3:70:20","Authentication","Authentication, SN=3602, FN=0, Flags=....R...C"
"133705","167.049138","SamsungE_ec:36:c7","6c:3f:23:e3:70:20","802.11","70","2412","1","1","1","04:d6:aa:ec:36:c7","6c:3f:23:e3:70:20","Authentication","Authentication, SN=3602, FN=0, Flags=....R...C"
"133707","167.051032","SamsungE_ec:36:c7","6c:3f:23:e3:70:20","802.11","70","2412","1","1","1","04:d6:aa:ec:36:c7","6c:3f:23:e3:70:20","Authentication","Authentication, SN=3602, FN=0, Flags=....R...C"
"133713","167.057513","SamsungE_ec:36:c7","6c:3f:23:e3:70:20","802.11","70","2412","1","1","1","04:d6:aa:ec:36:c7","6c:3f:23:e3:70:20","Authentication","Authentication, SN=3602, FN=0, Flags=....R...C"
"133740","167.086355","SamsungE_ec:36:c7","6c:3f:23:e3:70:20","802.11","70","2412","1","1","1","04:d6:aa:ec:36:c7","6c:3f:23:e3:70:20","Authentication","Authentication, SN=3602, FN=0, Flags=....R...C"
"133753","167.100279","SamsungE_ec:36:c7","6c:3f:23:e3:70:20","802.11","70","2412","1","1","1","04:d6:aa:ec:36:c7","6c:3f:23:e3:70:20","Authentication","Authentication, SN=3602, FN=0, Flags=....R...C"
"133779","167.140839","SamsungE_ec:36:c7","6c:3f:23:e3:70:20","802.11","70","2412","1","1","1","04:d6:aa:ec:36:c7","6c:3f:23:e3:70:20","Authentication","Authentication, SN=3603, FN=0, Flags=........C"
"133782","167.146135","SamsungE_ec:36:c7","6c:3f:23:e3:70:20","802.11","70","2412","1","1","1","04:d6:aa:ec:36:c7","6c:3f:23:e3:70:20","Authentication","Authentication, SN=3603, FN=0, Flags=....R...C"
"133787","167.153290","SamsungE_ec:36:c7","6c:3f:23:e3:70:20","802.11","70","2412","1","1","1","04:d6:aa:ec:36:c7","6c:3f:23:e3:70:20","Authentication","Authentication, SN=3603, FN=0, Flags=....R...C"
"133790","167.158434","SamsungE_ec:36:c7","6c:3f:23:e3:70:20","802.11","70","2412","1","1","1","04:d6:aa:ec:36:c7","6c:3f:23:e3:70:20","Authentication","Authentication, SN=3603, FN=0, Flags=....R...C"
"133796","167.164674","SamsungE_ec:36:c7","6c:3f:23:e3:70:20","802.11","70","2412","1","1","1","04:d6:aa:ec:36:c7","6c:3f:23:e3:70:20","Authentication","Authentication, SN=3603, FN=0, Flags=....R...C"
"133825","167.194610","SamsungE_ec:36:c7","6c:3f:23:e3:70:20","802.11","70","2412","1","1","1","04:d6:aa:ec:36:c7","6c:3f:23:e3:70:20","Authentication","Authentication, SN=3603, FN=0, Flags=....R...C"
"133848","167.220392","SamsungE_ec:36:c7","6c:3f:23:e3:70:20","802.11","70","2412","1","1","1","04:d6:aa:ec:36:c7","6c:3f:23:e3:70:20","Authentication","Authentication, SN=3603, FN=0, Flags=....R...C"
"134630","168.093229","MurataMa_67:52:ea","6c:3f:23:e3:70:48","802.11","70","2412","1","1","1","44:91:60:67:52:ea","6c:3f:23:e3:70:48","Authentication","Authentication, SN=574, FN=0, Flags=....R...C"
"134635","168.098214","MurataMa_67:52:ea","6c:3f:23:e3:70:48","802.11","70","2412","1","1","1","44:91:60:67:52:ea","6c:3f:23:e3:70:48","Authentication","Authentication, SN=574, FN=0, Flags=....R...C"
"134637","168.100089","MurataMa_67:52:ea","6c:3f:23:e3:70:48","802.11","70","2412","1","1","1","44:91:60:67:52:ea","6c:3f:23:e3:70:48","Authentication","Authentication, SN=574, FN=0, Flags=....R...C"
"134639","168.102468","MurataMa_67:52:ea","6c:3f:23:e3:70:48","802.11","70","2412","1","1","1","44:91:60:67:52:ea","6c:3f:23:e3:70:48","Authentication","Authentication, SN=574, FN=0, Flags=....R...C"
"134667","168.134039","MurataMa_67:52:ea","6c:3f:23:e3:70:48","802.11","70","2412","1","1","1","44:91:60:67:52:ea","6c:3f:23:e3:70:48","Authentication","Authentication, SN=574, FN=0, Flags=....R...C"
"134706","168.181338","MurataMa_67:52:ea","6c:3f:23:e3:70:48","802.11","70","2412","1","1","1","44:91:60:67:52:ea","6c:3f:23:e3:70:48","Authentication","Authentication, SN=574, FN=0, Flags=....R...C"
"134733","168.223103","MurataMa_67:52:ea","6c:3f:23:e3:70:48","802.11","70","2412","1","1","1","44:91:60:67:52:ea","6c:3f:23:e3:70:48","Authentication","Authentication, SN=575, FN=0, Flags=....R...C"
"134748","168.239591","MurataMa_67:52:ea","6c:3f:23:e3:70:48","802.11","70","2412","1","1","1","44:91:60:67:52:ea","6c:3f:23:e3:70:48","Authentication","Authentication, SN=575, FN=0, Flags=....R...C"
"134750","168.241509","MurataMa_67:52:ea","6c:3f:23:e3:70:48","802.11","70","2412","1","1","1","44:91:60:67:52:ea","6c:3f:23:e3:70:48","Authentication","Authentication, SN=575, FN=0, Flags=....R...C"
"134752","168.243044","MurataMa_67:52:ea","6c:3f:23:e3:70:48","802.11","70","2412","1","1","1","44:91:60:67:52:ea","6c:3f:23:e3:70:48","Authentication","Authentication, SN=575, FN=0, Flags=....R...C"
"134792","168.287453","MurataMa_67:52:ea","6c:3f:23:e3:70:48","802.11","70","2412","1","1","1","44:91:60:67:52:ea","6c:3f:23:e3:70:48","Authentication","Authentication, SN=575, FN=0, Flags=....R...C"
"134807","168.326688","MurataMa_67:52:ea","6c:3f:23:e3:70:48","802.11","70","2412","1","1","1","44:91:60:67:52:ea","6c:3f:23:e3:70:48","Authentication","Authentication, SN=576, FN=0, Flags=........C"
"134809","168.328930","MurataMa_67:52:ea","6c:3f:23:e3:70:48","802.11","70","2412","1","1","1","44:91:60:67:52:ea","6c:3f:23:e3:70:48","Authentication","Authentication, SN=576, FN=0, Flags=....R...C"
"134827","168.348768","MurataMa_67:52:ea","6c:3f:23:e3:70:48","802.11","70","2412","1","1","1","44:91:60:67:52:ea","6c:3f:23:e3:70:48","Authentication","Authentication, SN=576, FN=0, Flags=....R...C"
"134853","168.374707","MurataMa_67:52:ea","6c:3f:23:e3:70:48","802.11","70","2412","1","1","1","44:91:60:67:52:ea","6c:3f:23:e3:70:48","Authentication","Authentication, SN=576, FN=0, Flags=....R...C"
"134903","168.425200","MurataMa_67:52:ea","6c:3f:23:e3:70:48","802.11","70","2412","1","1","1","44:91:60:67:52:ea","6c:3f:23:e3:70:48","Authentication","Authentication, SN=576, FN=0, Flags=....R...C"
"134955","168.478433","MurataMa_67:52:ea","6c:3f:23:e3:70:48","802.11","70","2412","1","1","1","44:91:60:67:52:ea","6c:3f:23:e3:70:48","Authentication","Authentication, SN=576, FN=0, Flags=....R...C"
"134998","168.535229","MurataMa_20:43:dc","6c:3f:23:e3:70:2e","802.11","70","2412","1","1","1","fc:c2:de:20:43:dc","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=1231, FN=0, Flags=....R...C"
"135005","168.542520","MurataMa_20:43:dc","6c:3f:23:e3:70:2e","802.11","70","2412","1","1","1","fc:c2:de:20:43:dc","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=1231, FN=0, Flags=....R...C"
"135022","168.561857","MurataMa_20:43:dc","6c:3f:23:e3:70:2e","802.11","70","2412","1","1","1","fc:c2:de:20:43:dc","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=1231, FN=0, Flags=....R...C"
"135044","168.584329","MurataMa_20:43:dc","6c:3f:23:e3:70:2e","802.11","70","2412","1","1","1","fc:c2:de:20:43:dc","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=1231, FN=0, Flags=....R...C"
"135156","168.707073","MurataMa_20:43:dc","6c:3f:23:e3:70:2e","802.11","70","2412","1","1","1","fc:c2:de:20:43:dc","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=1231, FN=0, Flags=....R...C"
"135235","168.789209","MurataMa_20:43:dc","6c:3f:23:e3:70:2e","802.11","70","2412","1","1","1","fc:c2:de:20:43:dc","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=1232, FN=0, Flags=........C"
"135236","168.789927","MurataMa_20:43:dc","6c:3f:23:e3:70:2e","802.11","70","2412","1","1","1","fc:c2:de:20:43:dc","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=1232, FN=0, Flags=....R...C"
"135243","168.797286","MurataMa_20:43:dc","6c:3f:23:e3:70:2e","802.11","70","2412","1","1","1","fc:c2:de:20:43:dc","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=1232, FN=0, Flags=....R...C"
"135254","168.809125","MurataMa_20:43:dc","6c:3f:23:e3:70:2e","802.11","70","2412","1","1","1","fc:c2:de:20:43:dc","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=1232, FN=0, Flags=....R...C"
"135359","168.923034","MurataMa_20:43:dc","6c:3f:23:e3:70:2e","802.11","70","2412","1","1","1","fc:c2:de:20:43:dc","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=1232, FN=0, Flags=....R...C"
"135404","168.970415","MurataMa_20:43:dc","6c:3f:23:e3:70:2e","802.11","70","2412","1","1","1","fc:c2:de:20:43:dc","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=1232, FN=0, Flags=....R...C"
"135408","168.974668","MurataMa_20:43:dc","6c:3f:23:e3:70:2e","802.11","70","2412","1","1","1","fc:c2:de:20:43:dc","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=1233, FN=0, Flags=........C"
"135410","168.976302","MurataMa_20:43:dc","6c:3f:23:e3:70:2e","802.11","70","2412","1","1","1","fc:c2:de:20:43:dc","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=1233, FN=0, Flags=....R...C"
"135417","168.983729","MurataMa_20:43:dc","6c:3f:23:e3:70:2e","802.11","70","2412","1","1","1","fc:c2:de:20:43:dc","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=1233, FN=0, Flags=....R...C"
"135434","169.005208","MurataMa_20:43:dc","6c:3f:23:e3:70:2e","802.11","70","2412","1","1","1","fc:c2:de:20:43:dc","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=1233, FN=0, Flags=....R...C"
"135437","169.008244","MurataMa_20:43:dc","6c:3f:23:e3:70:2e","802.11","70","2412","1","1","1","fc:c2:de:20:43:dc","6c:3f:23:e3:70:2e","Authentication","Authentication, SN=1233, FN=0, Flags=....R...C"
