"No.","Time","Source","Destination","Protocol","Length","Channel frequency","Data rate (Mb/s)","Channel","Channel","Transmitter address","Destination address","Type/Subtype","Info"
"481499","554.852955","MurataMa_78:d1:ff","6c:3f:23:e3:70:18","802.11","70","2412","1","1","1","a0:c9:a0:78:d1:ff","6c:3f:23:e3:70:18","Authentication","Authentication, SN=3930, FN=0, Flags=....R...C"
"481502","554.855940","MurataMa_78:d1:ff","6c:3f:23:e3:70:18","802.11","70","2412","1","1","1","a0:c9:a0:78:d1:ff","6c:3f:23:e3:70:18","Authentication","Authentication, SN=3930, FN=0, Flags=....R...C"
"481512","554.866141","MurataMa_78:d1:ff","6c:3f:23:e3:70:18","802.11","70","2412","1","1","1","a0:c9:a0:78:d1:ff","6c:3f:23:e3:70:18","Authentication","Authentication, SN=3930, FN=0, Flags=....R...C"
"481514","554.868295","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4080, FN=0, Flags=........C"
"481516","554.870303","MurataMa_78:d1:ff","6c:3f:23:e3:70:18","802.11","70","2412","1","1","1","a0:c9:a0:78:d1:ff","6c:3f:23:e3:70:18","Authentication","Authentication, SN=3930, FN=0, Flags=....R...C"
"481520","554.874428","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4080, FN=0, Flags=....R...C"
"481542","554.896841","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4080, FN=0, Flags=....R...C"
"481554","554.909019","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4080, FN=0, Flags=....R...C"
"481567","554.922501","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4080, FN=0, Flags=....R...C"
"481602","554.955144","MurataMa_78:d1:ff","6c:3f:23:e3:70:18","802.11","70","2412","1","1","1","a0:c9:a0:78:d1:ff","6c:3f:23:e3:70:18","Authentication","Authentication, SN=3930, FN=0, Flags=....R...C"
"481615","554.968175","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4080, FN=0, Flags=....R...C"
"481674","555.026686","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4080, FN=0, Flags=....R...C"
"481686","555.039391","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4081, FN=0, Flags=........C"
"481690","555.043491","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4081, FN=0, Flags=....R...C"
"481698","555.052954","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4081, FN=0, Flags=....R...C"
"481724","555.079086","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4081, FN=0, Flags=....R...C"
"481738","555.095797","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4081, FN=0, Flags=....R...C"
"481754","555.114019","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4081, FN=0, Flags=....R...C"
"481765","555.125173","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4081, FN=0, Flags=....R...C"
"481768","555.128552","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4082, FN=0, Flags=........C"
"481771","555.131576","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4082, FN=0, Flags=....R...C"
"481779","555.143155","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4082, FN=0, Flags=....R...C"
"481791","555.155466","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4082, FN=0, Flags=....R...C"
"481821","555.190131","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4082, FN=0, Flags=....R...C"
"481897","555.268987","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4082, FN=0, Flags=....R...C"
"481992","555.369805","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4082, FN=0, Flags=....R...C"
"481996","555.374717","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4083, FN=0, Flags=........C"
"482001","555.380013","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4083, FN=0, Flags=....R...C"
"482008","555.388151","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4083, FN=0, Flags=....R...C"
"482034","555.415834","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4083, FN=0, Flags=....R...C"
"482050","555.433223","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4083, FN=0, Flags=....R...C"
"482172","555.562899","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4083, FN=0, Flags=....R...C"
"482183","555.574155","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4083, FN=0, Flags=....R...C"
"482186","555.577178","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4084, FN=0, Flags=........C"
"482188","555.579153","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4084, FN=0, Flags=....R...C"
"482197","555.588707","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4084, FN=0, Flags=....R...C"
"482209","555.600985","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4084, FN=0, Flags=....R...C"
"482214","555.607701","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4084, FN=0, Flags=....R...C"
"482283","555.681138","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4084, FN=0, Flags=....R...C"
"482319","555.718947","Apple_eb:c1:72","6c:3f:23:e3:70:07","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:07","Authentication","Authentication, SN=4084, FN=0, Flags=....R...C"
"482373","555.778112","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4087, FN=0, Flags=........C"
"482375","555.780316","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4087, FN=0, Flags=....R...C"
"482382","555.786724","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4087, FN=0, Flags=....R...C"
"482384","555.788188","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4087, FN=0, Flags=....R...C"
"482406","555.810360","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4087, FN=0, Flags=....R...C"
"482422","555.826230","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4087, FN=0, Flags=....R...C"
"482457","555.868944","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4087, FN=0, Flags=....R...C"
"482460","555.872232","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4088, FN=0, Flags=........C"
"482464","555.876399","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4088, FN=0, Flags=....R...C"
"482466","555.878172","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4088, FN=0, Flags=....R...C"
"482492","555.906446","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4088, FN=0, Flags=....R...C"
"482500","555.914959","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4088, FN=0, Flags=....R...C"
"482537","555.953288","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4088, FN=0, Flags=....R...C"
"482650","556.081303","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4088, FN=0, Flags=....R...C"
"482653","556.084394","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4089, FN=0, Flags=........C"
"482656","556.088003","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4089, FN=0, Flags=....R...C"
"482661","556.093041","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4089, FN=0, Flags=....R...C"
"482673","556.108120","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4089, FN=0, Flags=....R...C"
"482701","556.137837","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4089, FN=0, Flags=....R...C"
"482719","556.157481","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4089, FN=0, Flags=....R...C"
"482742","556.181315","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4089, FN=0, Flags=....R...C"
"482746","556.185533","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4090, FN=0, Flags=........C"
"482748","556.187457","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4090, FN=0, Flags=....R...C"
"482757","556.195986","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4090, FN=0, Flags=....R...C"
"482772","556.211911","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4090, FN=0, Flags=....R...C"
"482801","556.244507","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4090, FN=0, Flags=....R...C"
"482840","556.285960","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4090, FN=0, Flags=....R...C"
"482843","556.288911","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4090, FN=0, Flags=....R...C"
"482848","556.294050","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4091, FN=0, Flags=........C"
"482853","556.299114","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4091, FN=0, Flags=....R...C"
"482862","556.308307","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4091, FN=0, Flags=....R...C"
"482882","556.328802","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4091, FN=0, Flags=....R...C"
"482887","556.334202","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4091, FN=0, Flags=....R...C"
"482896","556.344282","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4091, FN=0, Flags=....R...C"
"482914","556.363909","Apple_eb:c1:72","6c:3f:23:e3:70:38","802.11","83","2412","1","1","1","64:70:33:eb:c1:72","6c:3f:23:e3:70:38","Authentication","Authentication, SN=4091, FN=0, Flags=....R...C"
"487685","561.419669","MurataMa_78:d1:ff","6c:3f:23:e3:70:18","802.11","70","2412","1","1","1","a0:c9:a0:78:d1:ff","6c:3f:23:e3:70:18","Authentication","Authentication, SN=3980, FN=0, Flags=........C"
"487687","561.421756","MurataMa_78:d1:ff","6c:3f:23:e3:70:18","802.11","70","2412","1","1","1","a0:c9:a0:78:d1:ff","6c:3f:23:e3:70:18","Authentication","Authentication, SN=3980, FN=0, Flags=....R...C"
"487693","561.428740","MurataMa_78:d1:ff","6c:3f:23:e3:70:18","802.11","70","2412","1","1","1","a0:c9:a0:78:d1:ff","6c:3f:23:e3:70:18","Authentication","Authentication, SN=3980, FN=0, Flags=....R...C"
"487721","561.460441","MurataMa_78:d1:ff","6c:3f:23:e3:70:18","802.11","70","2412","1","1","1","a0:c9:a0:78:d1:ff","6c:3f:23:e3:70:18","Authentication","Authentication, SN=3980, FN=0, Flags=....R...C"
"487757","561.497683","MurataMa_78:d1:ff","6c:3f:23:e3:70:18","802.11","70","2412","1","1","1","a0:c9:a0:78:d1:ff","6c:3f:23:e3:70:18","Authentication","Authentication, SN=3980, FN=0, Flags=....R...C"
"487857","561.610559","MurataMa_78:d1:ff","6c:3f:23:e3:70:18","802.11","70","2412","1","1","1","a0:c9:a0:78:d1:ff","6c:3f:23:e3:70:18","Authentication","Authentication, SN=3981, FN=0, Flags=........C"
"487859","561.612089","MurataMa_78:d1:ff","6c:3f:23:e3:70:18","802.11","70","2412","1","1","1","a0:c9:a0:78:d1:ff","6c:3f:23:e3:70:18","Authentication","Authentication, SN=3981, FN=0, Flags=....R...C"
"487864","561.616692","MurataMa_78:d1:ff","6c:3f:23:e3:70:18","802.11","70","2412","1","1","1","a0:c9:a0:78:d1:ff","6c:3f:23:e3:70:18","Authentication","Authentication, SN=3981, FN=0, Flags=....R...C"
"487869","561.621896","MurataMa_78:d1:ff","6c:3f:23:e3:70:18","802.11","70","2412","1","1","1","a0:c9:a0:78:d1:ff","6c:3f:23:e3:70:18","Authentication","Authentication, SN=3981, FN=0, Flags=....R...C"
"487874","561.627047","MurataMa_78:d1:ff","6c:3f:23:e3:70:18","802.11","70","2412","1","1","1","a0:c9:a0:78:d1:ff","6c:3f:23:e3:70:18","Authentication","Authentication, SN=3981, FN=0, Flags=....R...C"
"487925","561.682169","MurataMa_78:d1:ff","6c:3f:23:e3:70:18","802.11","70","2412","1","1","1","a0:c9:a0:78:d1:ff","6c:3f:23:e3:70:18","Authentication","Authentication, SN=3981, FN=0, Flags=....R...C"
"488010","561.769112","MurataMa_78:d1:ff","6c:3f:23:e3:70:18","802.11","70","2412","1","1","1","a0:c9:a0:78:d1:ff","6c:3f:23:e3:70:18","Authentication","Authentication, SN=3981, FN=0, Flags=....R...C"
"488039","561.835128","MurataMa_78:d1:ff","6c:3f:23:e3:70:18","802.11","70","2412","1","1","1","a0:c9:a0:78:d1:ff","6c:3f:23:e3:70:18","Authentication","Authentication, SN=3982, FN=0, Flags=........C"
"488041","561.836933","MurataMa_78:d1:ff","6c:3f:23:e3:70:18","802.11","70","2412","1","1","1","a0:c9:a0:78:d1:ff","6c:3f:23:e3:70:18","Authentication","Authentication, SN=3982, FN=0, Flags=....R...C"
"488044","561.840314","MurataMa_78:d1:ff","6c:3f:23:e3:70:18","802.11","70","2412","1","1","1","a0:c9:a0:78:d1:ff","6c:3f:23:e3:70:18","Authentication","Authentication, SN=3982, FN=0, Flags=....R...C"
"488061","561.857651","MurataMa_78:d1:ff","6c:3f:23:e3:70:18","802.11","70","2412","1","1","1","a0:c9:a0:78:d1:ff","6c:3f:23:e3:70:18","Authentication","Authentication, SN=3982, FN=0, Flags=....R...C"
"488080","561.877229","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","109","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Probe Request","Probe Request, SN=108, FN=0, Flags=........C, SSID=lacguest"
"488088","561.885207","MurataMa_78:d1:ff","6c:3f:23:e3:70:18","802.11","70","2412","1","1","1","a0:c9:a0:78:d1:ff","6c:3f:23:e3:70:18","Authentication","Authentication, SN=3982, FN=0, Flags=....R...C"
"488090","561.887266","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","109","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Probe Request","Probe Request, SN=108, FN=0, Flags=....R...C, SSID=lacguest"
"488091","561.888237","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","109","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Probe Request","Probe Request, SN=108, FN=0, Flags=....R...C, SSID=lacguest"
"488092","561.889248","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","109","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Probe Request","Probe Request, SN=108, FN=0, Flags=....R...C, SSID=lacguest"
"488093","561.890200","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","109","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Probe Request","Probe Request, SN=108, FN=0, Flags=....R...C, SSID=lacguest"
"488094","561.891233","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","109","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Probe Request","Probe Request, SN=108, FN=0, Flags=....R...C, SSID=lacguest"
"488095","561.892260","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","109","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Probe Request","Probe Request, SN=108, FN=0, Flags=....R...C, SSID=lacguest"
"488096","561.893175","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","109","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Probe Request","Probe Request, SN=108, FN=0, Flags=....R...C, SSID=lacguest"
"488097","561.894102","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","109","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Probe Request","Probe Request, SN=108, FN=0, Flags=....R...C, SSID=lacguest"
"488098","561.895059","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","109","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Probe Request","Probe Request, SN=108, FN=0, Flags=....R...C, SSID=lacguest"
"488099","561.896031","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","109","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Probe Request","Probe Request, SN=108, FN=0, Flags=....R...C, SSID=lacguest"
"488100","561.896953","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","109","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Probe Request","Probe Request, SN=108, FN=0, Flags=....R...C, SSID=lacguest"
"488101","561.897496","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=109, FN=0, Flags=........C"
"488102","561.898495","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","109","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Probe Request","Probe Request, SN=108, FN=0, Flags=....R...C, SSID=lacguest"
"488103","561.899047","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=109, FN=0, Flags=....R...C"
"488104","561.900025","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","109","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Probe Request","Probe Request, SN=108, FN=0, Flags=....R...C, SSID=lacguest"
"488105","561.900538","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=109, FN=0, Flags=....R...C"
"488106","561.901512","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","109","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Probe Request","Probe Request, SN=108, FN=0, Flags=....R...C, SSID=lacguest"
"488107","561.902044","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=109, FN=0, Flags=....R...C"
"488108","561.902964","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","109","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Probe Request","Probe Request, SN=108, FN=0, Flags=....R...C, SSID=lacguest"
"488109","561.903483","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=109, FN=0, Flags=....R...C"
"488110","561.904094","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=109, FN=0, Flags=....R...C"
"488111","561.904686","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=109, FN=0, Flags=....R...C"
"488112","561.905318","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=109, FN=0, Flags=....R...C"
"488113","561.905873","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=109, FN=0, Flags=....R...C"
"488114","561.906485","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=109, FN=0, Flags=....R...C"
"488115","561.907120","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=109, FN=0, Flags=....R...C"
"488116","561.907732","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=109, FN=0, Flags=....R...C"
"488117","561.908284","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=109, FN=0, Flags=....R...C"
"488118","561.908818","YulongCo_ff:b8:79","6c:3f:23:e3:70:17","802.11","59","2412","1","1","1","d0:37:42:ff:b8:79","6c:3f:23:e3:70:17","Authentication","Authentication, SN=109, FN=0, Flags=....R...C"
